208.59128,158.6763,48.10421
263.11642,162.79749,47.62491
316.84592,166.77576,46.73394
369.42322,171.62708,47.58295
422.01868,175.43771,48.5367
473.47845,180.7326,44.887
525.53625,179.90118,44.59294
574.4098,185.32608,44.90953
623.4868,183.10098,45.55699
671.5193,188.06735,43.53351
719.88135,183.94063,50.61037
767.01105,189.12828,47.13957
814.44385,181.54599,53.03942
862.4701,181.40851,44.13599
210.48145,212.52869,49.06555
265.9483,218.05048,48.57764
321.3602,223.04135,46.92662
374.91864,230.06607,46.21534
428.17328,234.76828,50.18079
480.02612,242.43527,45.84368
531.537,241.83246,44.45644
581.8102,249.33414,44.57022
630.0289,246.6634,45.11166
676.07776,251.22502,45.11166
723.97253,247.34518,44.79676
771.0182,252.62936,47.87572
817.45685,243.39542,46.28055
865.38196,241.70563,45.60124
215.7583,266.117,49.74645
271.81012,272.79303,48.59809
326.88123,279.11716,47.49889
381.94623,289.11502,47.01194
434.5053,294.82898,46.62648
485.98093,303.54263,46.49712
539.05316,304.7543,44.97702
587.10016,312.39474,44.25075
636.0542,310.34113,45.77771
683.4874,314.48737,47.47785
728.4584,310.82886,46.92662
773.0073,314.1354,48.24891
819.65247,304.66,50.22004
866.694,300.07562,48.70019
216.32814,319.32404,49.20671
276.0771,327.92065,49.02512
332.4762,335.95203,48.14561
387.9699,346.54352,47.54094
444.19333,355.5698,47.62491
493.4149,363.67358,47.30908
544.96063,366.11523,48.47521
593.8504,372.52426,47.81318
641.98193,371.77127,50.57151
687.0023,373.98956,51.37961
731.85364,371.69705,51.4367
774.9885,370.9179,54.82581
818.7981,362.68335,54.51004
865.1278,355.7896,53.96037
223.80328,374.83875,49.3273
283.01324,382.5348,49.20671
342.16617,392.75464,48.78168
395.80566,403.27576,48.41362
449.59515,413.4145,50.04311
501.70673,421.0335,51.4367
551.1069,424.25095,52.04063
597.4669,429.25214,53.96037
645.0,430.0,54.68577
689.03,429.3304,59.24455
733.4824,424.8814,62.82456
775.6577,420.43567,66.54164
818.7435,413.9491,61.83209
862.58405,405.02472,64.00571
226.85724,428.14313,49.52746
