195.0016,159.24464,30.32502
247.01299,161.18472,30.37901
299.011,161.74107,30.17612
349.88278,163.21667,30.10821
401.49536,163.36417,30.04017
453.00513,164.10208,29.94469
503.86563,163.60345,29.972
554.9734,164.7772,29.89
605.0008,163.6405,29.82152
656.43445,164.7005,29.80781
706.432,163.57336,29.79409
756.3929,164.49179,29.76664
807.03046,161.21643,29.73916
857.9782,161.58723,29.83523
193.96509,213.20372,30.47328
246.04309,215.79984,30.43291
297.5152,216.30917,30.52703
349.50885,217.40091,30.27095
400.5132,218.16081,30.21679
451.9041,219.34605,30.08101
503.00687,218.4716,30.01292
554.04553,219.71637,29.95835
604.98,218.49643,29.95835
655.9971,219.11319,29.93102
706.4593,217.44221,29.84893
757.00757,217.9184,29.90368
807.46875,214.7833,29.82152
857.4988,214.9826,29.78036
192.53197,267.37207,30.48672
245.00288,269.98834,30.52703
295.99863,270.7964,30.68777
348.9721,272.23886,30.32502
399.65405,272.3963,30.25742
451.50076,274.00897,30.18968
502.9891,273.21826,30.31151
553.8961,274.72968,29.98564
604.5316,273.1441,30.01292
655.48,273.5916,29.95835
705.99615,271.45142,29.95835
755.8796,271.6305,29.87632
806.6963,268.60727,29.93102
858.1815,267.3463,30.08101
191.52586,319.6304,30.58069
244.45578,323.63126,30.55387
296.49152,325.04462,30.58069
348.06802,326.44797,30.39249
400.02496,326.54688,30.28448
451.00156,328.2679,30.25742
502.56213,327.71082,30.63428
553.01404,328.50046,30.09462
604.0126,327.50366,30.18968
655.0654,327.19424,30.18968
705.0454,325.3535,30.06741
755.9673,324.76892,30.05379
805.9701,321.43805,30.27095
857.4894,320.03183,30.08101
191.49026,376.8364,30.70113
243.32564,377.38934,30.5941
295.99792,379.02014,30.58069
347.94424,380.3001,30.45983
398.98285,380.83673,30.40597
451.01947,382.08597,30.36552
502.50073,382.64978,30.39249
553.50757,382.7536,30.14897
603.9905,381.93362,30.25742
654.99945,380.97202,30.18968
705.20605,379.21417,30.298
754.52057,377.7948,30.27095
805.6283,374.641,30.41944
856.0499,372.1647,30.08101
191.01474,429.84515,30.71449
243.40372,431.40607,30.70113
296.00085,432.8909,30.58069
347.90903,433.52594,30.52703
400.50128,435.04376,30.45983
450.9911,434.9063,30.41944
502.47345,435.67816,30.28448
552.9876,435.59244,30.18968
603.3894,435.52216,30.21679
653.9794,433.6981,30.21679
703.9586,432.79178,30.27095
755.49524,429.93106,30.43291
805.3802,427.26013,30.298
855.87964,423.66483,30.25742
192.09413,482.9819,30.80783
244.53015,484.48706,30.71449
296.49033,486.59854,30.66103
348.41122,486.877,30.58069
399.96307,488.14133,30.52703
451.0,490.0,30.43291
501.53003,489.25928,30.47328
552.45105,488.44354,30.63428
602.93256,488.60672,30.68777
653.45654,486.40402,30.47328
703.9027,484.6862,30.91419
754.9026,482.25937,31.27073
805.38544,478.84412,30.63428
856.4541,474.44034,30.84775
192.97787,536.1871,30.83445
244.97574,537.08997,30.84775
297.04306,539.5386,30.80783
348.50818,539.9016,30.95399
399.9965,540.6889,30.96725
450.9974,540.5493,31.00698
501.49585,541.4846,31.48026
551.7003,540.6942,32.11407
601.9968,539.98193,32.02424
651.4835,537.8551,31.94706
701.5626,536.16833,32.25476
753.8678,532.5058,31.50636
802.81116,529.192,31.38875
854.1685,524.91077,31.02022
194.48901,588.3966,31.21814
245.99892,590.0342,31.45414
298.49805,592.0712,31.36256
348.98,591.876,32.20367
399.50012,592.9999,32.64816
449.96808,592.5973,32.43298
499.49286,592.7756,33.34764
549.0175,592.0058,33.19894
598.3638,590.76715,34.009
648.39,588.3326,33.43409
699.0287,586.0542,32.91213
749.6171,583.1155,32.13969
801.0391,579.6079,32.04993
852.43005,575.3983,31.24444
194.04132,640.5777,31.77923
246.01224,641.6141,31.85679
297.00925,644.0974,32.62292
347.01987,643.76086,33.33527
397.49054,643.872,33.36
447.482,643.6956,33.89964
496.51007,643.06964,34.39506
545.4353,642.26495,35.09585
594.5043,640.0134,35.58631
644.0217,637.4951,34.74127
694.38995,635.22156,33.99686
745.39996,632.7015,32.49641
797.44324,629.4143,31.38875
849.9247,625.3421,31.04668
192.50241,692.16974,32.53441
245.00714,693.2385,33.47107
294.97458,694.27527,34.97805
344.99594,694.08826,34.32299
393.99542,693.6548,35.33025
442.4937,693.53754,35.20152
491.55936,692.54114,35.86353
540.8312,691.3219,36.25257
590.6007,688.63763,35.04877
640.9553,686.82416,34.26283
692.6041,684.6507,33.4957
744.5932,682.5822,31.97281
796.95996,679.96454,31.61057
849.36646,675.9082,31.1523
191.0064,742.58954,34.0696
241.99252,744.13873,34.43103
290.98538,744.69165,34.58649
342.0042,744.0735,34.88353
391.4759,742.68317,36.49074
440.5271,742.36145,36.12717
490.00778,741.16455,36.46813
539.0078,740.09924,35.71364
588.47705,736.9194,35.2718
639.2654,735.55505,34.19049
690.24005,733.46423,32.13969
742.9992,732.94604,31.45414
796.06396,730.5586,30.79451
849.0974,726.5984,30.63428
188.99916,792.8303,34.40705
238.63893,794.17053,35.31857
290.0019,794.0921,35.45852
339.48276,793.87244,35.04877
388.9715,791.81366,35.42358
438.5081,791.0978,36.08147
487.995,789.82697,34.57456
537.62744,790.00446,34.26283
588.4938,786.95374,33.27337
640.323,785.7577,32.28028
692.9589,784.0675,31.17865
746.03,783.8342,30.48672
