208.44907,164.48038,36.473217
258.97205,166.22607,36.753838
309.70697,167.14078,37.238026
358.98846,169.13673,37.802826
406.99207,169.71078,38.360016
454.60876,170.6546,39.03606
500.31238,169.54897,39.342968
548.1644,170.56128,40.750446
595.3323,168.38083,40.137344
644.08386,168.30104,40.490093
692.5238,166.14435,41.30676
741.9415,165.3248,41.07876
793.478,162.43353,39.30722
844.87177,161.32372,37.92514
208.00017,215.99738,37.956898
259.47256,217.53554,38.488747
310.00668,217.9468,39.57097
359.01932,219.46132,40.82012
407.0992,219.27072,43.443966
452.51843,219.58557,45.434616
496.86523,218.11476,46.008266
542.1794,218.53027,48.39191
588.0479,216.58989,47.008823
635.0726,217.02274,47.10773
683.52515,213.51717,44.697483
733.49115,213.50943,44.741676
786.1865,211.62828,40.64904
839.7676,210.8147,38.28349
210.08372,265.47052,40.630554
260.054,265.97638,41.96473
310.00403,265.77463,44.88985
357.35144,266.02866,46.14128
402.9882,264.98306,49.755188
447.97717,264.4906,51.648975
492.40143,262.45853,50.580025
535.8308,262.11548,51.492466
582.1645,261.1716,49.65308
630.22754,260.12964,51.381622
679.5019,259.4809,47.938496
731.4703,259.89355,46.752377
784.78876,259.94193,43.116234
838.6153,260.1574,39.18689
204.4542,311.3662,41.336098
257.11188,312.01447,42.251198
305.60052,311.58627,44.167694
353.60297,310.5114,46.604637
400.4152,308.41177,48.590683
444.08783,307.042,51.722263
487.95297,305.96844,52.851494
532.50336,304.04764,54.138683
578.4746,303.46466,51.547745
624.9386,303.86377,50.89141
675.9965,304.7817,46.930744
727.1589,306.9633,44.17675
782.0059,308.99844,40.258648
837.9529,310.0809,37.325195
203.64159,361.4817,42.34239
254.03314,359.5727,44.19792
302.59814,356.74695,44.933628
349.43317,354.37378,48.121616
394.84082,351.33224,49.481365
439.62646,349.521,51.005398
484.043,348.3343,50.637505
529.5792,347.02618,49.902218
575.98987,347.83624,47.646427
625.49097,349.0501,47.267387
677.50543,351.898,44.03051
729.9172,355.5373,40.909657
783.93274,359.27365,37.967262
837.9795,361.13303,36.02447
200.00995,409.05365,40.237625
248.86313,405.46576,41.96115
297.43982,403.4397,42.63348
345.26624,399.5295,44.401012
392.20792,396.03055,45.236797
437.72476,393.4635,46.774067
483.0057,393.00024,46.614758
529.02124,392.42758,46.00329
576.2091,394.97736,44.115757
625.73956,396.56488,42.21304
676.4402,401.56512,39.62254
729.43774,405.63593,37.471825
783.6052,410.3405,35.716537
838.9657,412.0401,35.2168
197.72408,457.6565,39.272438
247.34448,454.18158,40.2958
294.70276,451.2529,41.392426
342.42908,446.90167,42.890728
389.54932,443.67743,42.727425
434.9906,439.99976,42.729282
480.01263,440.7837,41.717575
528.4657,440.94348,40.880127
577.57385,444.59418,39.36535
627.71265,447.17334,37.762398
679.57446,452.40128,36.62563
734.2335,457.72375,35.79214
787.66174,461.82242,35.293777
842.1786,463.57208,35.291267
196.02118,508.06638,38.046547
